	IBM	IBM	IBM	IBM	IBM	INTC	INTC	INTC	INTC	INTC	MSFT	MSFT	MSFT	MSFT	MSFT	ORCL	ORCL	ORCL	ORCL	ORCL
	open	high	low	close	volume	open	high	low	close	volume	open	high	low	close	volume	open	high	low	close	volume
time																				
2019-07-26 00:00:00-04:00	151.0	151.41	150.1	151.34	1915998	52.69	53.5	51.53	51.58	31799155	140.37	141.675	140.3	141.34	13850451	58.34	58.65	58.2	58.49	4295510
2019-07-29 00:00:00-04:00	151.11	151.48	150.32	150.89	1587638	51.53	52.5599	50.78	52.51	18208376	141.5	141.51	139.3663	141.04	12886300	58.79	58.79	57.8	58.06	5866466
2019-07-30 00:00:00-04:00	150.0	150.4	149.22	149.77	2231324	51.71	52.31	51.56	51.7	14366487	140.18	141.2199	139.8005	140.37	13481272	57.76	58.145	57.43	57.5	5202696
2019-07-31 00:00:00-04:00	149.7	150.18	146.39	148.24	2667989	51.51	51.72	50.05	50.55	20313891	140.33	140.49	135.08	136.21	31831950	57.88	57.88	55.62	56.3	9780616
2019-08-01 00:00:00-04:00	148.9	152.82	148.5	150.3	5693192	50.45	51.89	49.47	49.5	30744022	137.0	140.9383	136.93	138.06	36054988	56.3	56.85	55.52	55.89	8460034
2019-08-02 00:00:00-04:00	149.03	152.95	145.88	147.28	6742208	49.09	49.36	48.5	48.68	21836320	138.09	138.32	135.26	136.9	23815759	56.19	56.19	55.0	55.84	9642014
2019-08-05 00:00:00-04:00	144.98	145.1	139.15	140.75	6032222	47.76	47.9599	46.57	46.97	31274595	133.3	133.9298	130.78	132.2	35492393	55.1	55.1	53.685	53.77	13402948
2019-08-06 00:00:00-04:00	142.03	142.47	139.31	140.74	4196903	47.15	47.56	46.765	46.95	21346278	133.8	135.68	133.21	134.66	25230023	54.2	54.45	53.61	53.97	11320022
2019-08-07 00:00:00-04:00	138.74	139.58	136.4115	139.13	4915454	46.3	46.88	45.97	46.73	26053591	133.8	135.65	131.8284	135.28	26194932	53.13	54.065	52.97	53.32	15125885
2019-08-08 00:00:00-04:00	138.45	140.42	137.76	140.13	4268226	46.16	47.365	45.91	47.17	25748555	136.6	138.99	135.93	138.91	20703630	53.72	54.75	53.72	54.67	9965685
2019-08-09 00:00:00-04:00	139.27	139.31	135.35	136.13	4557050	46.89	46.91	45.78	45.98	20363230	138.87	139.38	136.46	137.69	18350156	54.24	54.46	53.52	53.9	6217423
2019-08-12 00:00:00-04:00	135.66	135.87	133.18	134.09	3248175	45.76	46.07	45.44	45.6	15556877	137.07	137.86	135.24	135.81	15264976	53.68	53.79	53.0	53.23	5469942
2019-08-13 00:00:00-04:00	133.8	136.57	132.8058	135.78	3877192	45.4	47.045	45.36	46.84	24855752	136.05	138.8	135.0	138.6	21855465	53.14	54.24	53.0	53.97	9515293
2019-08-14 00:00:00-04:00	133.91	134.16	130.98	131.25	3830188	46.06	46.625	45.65	45.87	20708508	136.36	136.92	133.67	133.98	24545638	53.35	53.37	52.24	52.32	9840403
2019-08-15 00:00:00-04:00	131.22	132.37	130.25	131.88	3244834	46.1	46.18	45.435	45.69	19917680	133.98	134.58	132.25	133.691	22783901	52.65	52.72	51.96	52.59	9828055
2019-08-16 00:00:00-04:00	133.04	144.72	132.9539	133.78	2353461	46.34	46.68	46.06	46.5	19682448	134.88	136.46	134.72	136.13	21414280	53.18	53.695	53.01	53.61	8451061
2019-08-19 00:00:00-04:00	134.88	136.33	134.88	135.03	2725893	47.46	47.6	47.04	47.23	18509504	137.855	138.55	136.885	138.41	19420135	54.22	54.37	53.76	53.86	6676416
2019-08-20 00:00:00-04:00	135.24	135.28	132.81	133.09	2521956	47.03	47.12	46.46	46.6	20022626	138.21	138.71	137.24	137.24	15455600	53.52	53.84	52.9	52.99	6475733
2019-08-21 00:00:00-04:00	134.96	135.94	133.8	134.28	2498581	47.11	47.29	46.8901	47.15	14035669	138.55	139.4935	138.0	138.78	12370201	53.53	53.93	53.17	53.25	5199516
2019-08-22 00:00:00-04:00	134.69	135.68	133.81	134.34	2193268	47.28	47.43	46.69	46.76	16882575	138.66	139.2	136.29	137.77	15649907	53.58	53.72	52.885	53.2	5682725
2019-08-23 00:00:00-04:00	133.63	134.26	128.83	129.57	3654879	46.35	46.63	44.8	44.97	26877085	137.1897	138.35	132.8	133.4	31330202	53.06	53.32	51.25	51.59	8684311
2019-08-26 00:00:00-04:00	131.05	131.3	129.16	130.0	2350360	45.82	45.82	45.25	45.57	19347062	135.01	135.56	133.9	135.54	16264514	52.14	52.32	51.83	52.15	6029935
2019-08-27 00:00:00-04:00	131.2	131.6961	130.31	131.17	3732260	45.87	46.12	45.5	45.78	13102111	136.39	136.72	134.66	135.75	16302609	52.44	52.62	52.22	52.36	8639850
2019-08-28 00:00:00-04:00	130.44	132.89	130.04	132.74	2211707	45.7	45.91	45.37	45.79	12263562	134.88	135.76	133.55	135.55	14545360	52.2	52.2	51.62	51.93	6249602
2019-08-29 00:00:00-04:00	134.18	135.69	134.04	134.92	2516838	46.36	47.22	46.36	46.87	15342145	137.25	138.44	136.91	138.16	17138202	52.65	52.81	52.09	52.16	5847732
2019-08-30 00:00:00-04:00	135.58	136.07	134.3627	135.47	1996772	47.24	47.79	47.16	47.41	12545456	139.2	139.2	136.27	137.92	17470601	52.5	52.55	51.75	52.04	5489268
2019-09-03 00:00:00-04:00	134.85	134.9013	133.3301	134.15	2041305	47.12	47.22	46.495	46.98	12835825	136.61	137.2	135.7	136.12	15851752	51.94	52.0	51.55	51.89	8152946
2019-09-04 00:00:00-04:00	135.71	136.43	135.15	136.32	1573287	47.56	48.95	47.54	48.93	17232918	137.3	137.69	136.48	137.69	14888337	52.35	53.125	52.22	52.98	8062853
2019-09-05 00:00:00-04:00	138.3	141.695	138.05	140.97	4191017	49.925	51.17	49.87	50.1	26089117	139.11	140.3837	138.76	140.05	21972890	53.73	54.33	53.63	53.85	9166661
2019-09-06 00:00:00-04:00	141.52	141.525	140.46	140.55	2270835	50.25	50.99	50.07	50.94	14464172	140.03	140.18	138.2	139.13	17404946	54.1	54.14	53.14	53.17	9274086
2019-09-09 00:00:00-04:00	140.59	143.02	140.46	142.62	3453579	51.06	52.03	51.02	51.59	17458720	139.59	139.75	136.46	137.58	22373275	53.52	54.68	53.45	54.55	14622246
2019-09-10 00:00:00-04:00	143.0	145.46	142.96	145.02	4383411	51.33	51.84	50.825	51.84	16149127	136.8	136.8862	134.51	136.15	23250035	54.54	55.46	54.14	55.46	17287193
2019-09-11 00:00:00-04:00	144.85	145.12	142.7051	143.6	3092090	51.6	52.79	51.38	52.79	15069086	135.91	136.27	135.09	136.15	19779471	55.27	56.29	55.16	56.29	12658744
2019-09-12 00:00:00-04:00	144.03	144.04	141.88	143.67	1967054	53.0	53.33	52.065	53.0	17535047	137.85	138.42	136.87	137.5414	20314197	54.34	54.83	52.9	53.9	23351809
2019-09-13 00:00:00-04:00	144.32	144.65	143.26	143.65	1678069	52.76	53.0	52.2349	52.54	14433161	137.78	138.06	136.57	137.21	16044045	54.0	54.72	53.33	53.76	12196681
2019-09-16 00:00:00-04:00	142.56	143.64	142.27	142.4	1486184	51.9	52.285	51.7011	52.22	11085747	135.83	136.7	135.66	136.4	11868175	53.4	53.57	52.79	53.12	11977899
2019-09-17 00:00:00-04:00	142.48	142.48	140.66	142.18	1953747	52.05	52.144	51.35	51.95	16859280	136.96	137.52	136.425	137.39	13402758	53.18	53.2	52.35	52.875	8761493
2019-09-18 00:00:00-04:00	142.05	142.3	140.51	142.22	1724848	52.13	52.13	51.16	51.74	12702953	137.36	138.67	136.5299	138.53	18456568	52.82	52.84	51.855	52.55	7194528
2019-09-19 00:00:00-04:00	142.46	145.03	142.45	142.94	2747262	51.7	51.99	51.5	51.58	9519749	140.3	142.37	140.0736	141.08	31138067	52.39	53.67	52.39	53.36	12233526
2019-09-20 00:00:00-04:00	143.25	143.83	141.82	141.83	4927745	51.6	51.88	50.6	50.6	27009865	141.01	141.65	138.25	139.28	40686698	53.71	54.25	53.42	53.44	23633441
2019-09-23 00:00:00-04:00	141.19	142.22	140.558	142.03	1457564	50.83	51.225	50.39	50.9	14721790	139.23	139.63	138.44	139.09	13545121	53.17	54.17	53.06	54.02	10755342
2019-09-24 00:00:00-04:00	142.5	142.89	141.07	141.74	2582858	51.1	51.18	49.64	49.81	22325714	140.37	140.69	136.88	137.38	23947563	54.14	54.49	53.115	53.36	11782919
2019-09-25 00:00:00-04:00	141.74	143.63	140.8588	143.2	1919953	49.75	51.21	49.42	51.03	15907126	137.5	139.958	136.04	139.36	17416474	53.31	53.945	52.89	53.84	9936351
2019-09-26 00:00:00-04:00	143.17	143.88	141.41	143.6	1817975	50.98	51.145	50.34	50.93	9690202	139.44	140.18	138.44	139.57	14306302	54.11	54.33	53.465	53.975	11589912
2019-09-27 00:00:00-04:00	144.41	145.09	142.38	143.33	1897944	50.63	51.22	50.34	50.78	11638212	140.15	140.36	136.645	137.75	17829702	54.19	54.6	53.62	54.1	11026700
2019-09-30 00:00:00-04:00	143.73	146.57	143.73	145.41	2902932	51.19	51.595	50.9384	51.53	10334602	138.05	139.215	137.78	139.03	12030081	54.25	55.28	54.05	55.03	14460923
2019-10-01 00:00:00-04:00	145.59	147.35	143.55	143.64	2376656	51.97	52.24	50.43	50.77	15555451	139.66	140.25	137.0	137.06	17119882	55.04	55.64	53.75	53.8	14929336
2019-10-02 00:00:00-04:00	142.19	142.2659	140.57	141.77	2482231	50.31	50.37	48.98	49.38	16397339	136.25	136.37	133.5799	134.63	25283772	53.5	53.5	52.675	53.17	13555525
2019-10-03 00:00:00-04:00	141.62	142.07	139.18	141.975	2394570	49.5	50.07	48.532	50.04	13168131	134.95	136.75	133.22	136.3	20600985	53.06	53.88	52.94	53.88	9818606
2019-10-04 00:00:00-04:00	142.06	143.06	141.03	142.99	1598893	50.39	50.97	50.03	50.92	20295486	136.75	138.25	136.42	138.11	34698225	54.0	55.18	53.84	55.13	11773913
2019-10-07 00:00:00-04:00	142.26	142.7	141.22	141.26	1555621	50.7	51.23	50.56	50.62	19021078	137.14	138.18	137.02	137.1	24940153	55.07	55.36	54.75	54.81	10026750
2019-10-08 00:00:00-04:00	140.24	140.4749	138.25	138.38	2533025	50.16	50.48	49.61	49.73	28820986	137.08	137.76	135.62	135.66	43365113	54.29	54.7055	53.77	54.05	12586438
2019-10-09 00:00:00-04:00	139.77	140.33	138.8	139.63	2055411	50.47	50.79	50.15	50.49	19418591	137.46	138.7	136.97	138.21	33135789	54.15	54.99	54.06	54.53	11067625
2019-10-10 00:00:00-04:00	139.77	141.78	139.56	141.13	2118734	50.41	51.775	50.4	51.11	23236836	138.49	139.6699	138.25	139.1	30602156	54.45	55.6	54.35	55.51	12021563
2019-10-11 00:00:00-04:00	142.77	144.5	142.61	142.69	2453945	52.0	52.79	51.82	52.06	36164796	140.12	141.03	139.5	139.61	43365185	55.92	57.33	55.71	56.88	16086683
2019-10-14 00:00:00-04:00	142.14	142.43	141.32	141.98	1777612	51.89	51.93	51.44	51.65	20654871	140.2	140.29	139.52	139.54	19332176	56.83	57.21	56.41	56.46	7793546
2019-10-15 00:00:00-04:00	142.54	143.72	141.81	142.93	2576560	51.93	53.07	51.83	52.64	31830558	140.06	141.79	139.81	141.57	33525781	56.63	56.815	56.35	56.35	7017016
2019-10-16 00:00:00-04:00	142.49	142.95	141.3905	142.04	4373973	52.35	52.56	52.12	52.445	24386408	140.71	140.99	139.53	140.48	34816708	55.79	56.01	55.55	55.875	7061888
2019-10-17 00:00:00-04:00	135.0	136.0	132.91	134.25	14310817	52.635	52.84	51.38	51.89	29122213	140.95	141.42	139.02	139.67	35471777	56.01	56.238	54.985	55.07	7983051
2019-10-18 00:00:00-04:00	134.22	134.49	132.25	134.05	6558708	51.75	51.82	51.0291	51.345	30996483	139.76	140.0	136.56	137.34	58749783	54.95	55.26	54.18	54.54	11672427
2019-10-21 00:00:00-04:00	132.61	133.1	130.9	132.58	5450090	51.4	52.17	51.39	52.12	9104684	138.05	138.5	137.01	138.43	14775463	55.06	55.3	54.82	55.12	6785635
2019-10-22 00:00:00-04:00	132.55	134.05	131.61	133.94	3724289	51.9	52.32	51.88	52.0	11496563	138.97	140.01	136.26	136.39	24185213	55.22	55.43	54.02	54.11	6868021
2019-10-23 00:00:00-04:00	133.52	134.565	132.7	134.39	3157744	51.37	51.96	51.2	51.72	13427923	136.88	137.45	135.61	137.25	25297689	54.0	54.63	53.87	54.13	7023435
2019-10-24 00:00:00-04:00	134.83	135.07	133.3	134.06	2267524	52.09	52.43	51.43	52.18	17233155	139.39	140.42	138.67	139.95	32841215	54.47	54.65	53.96	54.27	5350046
2019-10-25 00:00:00-04:00	134.12	135.93	134.1	135.43	2272678	54.19	56.61	53.92	56.46	54140125	139.5	141.14	139.2	140.73	19986717	54.04	54.42	54.01	54.17	4913677
2019-10-28 00:00:00-04:00	136.0	136.63	135.445	135.97	2606335	56.38	56.81	56.06	56.77	23939427	144.4	145.67	143.51	144.2	31816013	54.35	54.68	54.27	54.635	5607561
2019-10-29 00:00:00-04:00	135.42	135.57	133.44	133.82	3726951	56.37	57.24	56.24	56.33	15657903	144.08	144.5	142.65	142.81	17578197	54.72	55.305	54.56	54.795	7336220
2019-10-30 00:00:00-04:00	133.83	135.28	133.2	135.25	2001231	56.32	56.63	55.615	56.61	13608858	143.52	145.0	142.79	144.56	16677432	55.18	55.18	54.45	54.85	5438242
2019-10-31 00:00:00-04:00	133.69	134.11	133.23	133.72	1922943	56.33	56.6	55.62	56.54	14897501	144.9	144.93	142.99	143.39	17913741	54.47	54.58	54.24	54.49	4537782
2019-11-01 00:00:00-04:00	134.5	135.56	134.09	135.53	2481162	55.94	56.6465	55.75	56.495	14289497	144.26	144.42	142.965	143.72	23085759	54.81	55.15	54.5503	55.02	5774636
2019-11-04 00:00:00-05:00	136.24	137.74	136.23	137.69	2614603	56.9303	57.8	56.85	57.61	15617599	144.8	145.0	144.16	144.52	14542918	55.26	55.75	55.26	55.45	7090763
2019-11-05 00:00:00-05:00	137.8	138.76	137.63	137.9	2152379	57.47	58.35	57.21	57.56	16769856	144.97	145.02	143.905	144.46	14318658	55.76	55.84	55.51	55.68	8766125
2019-11-06 00:00:00-05:00	138.0	138.78	137.55	138.77	2960346	57.49	57.71	56.98	57.62	14085618	144.37	144.52	143.2	144.06	12956028	55.71	55.885	55.6	55.7	9144780
2019-11-07 00:00:00-05:00	137.87	139.135	137.58	137.7	2574266	58.0	58.55	57.855	58.06	14068800	143.84	144.88	143.77	144.28	14764862	55.96	56.625	55.86	56.0	7337098
2019-11-08 00:00:00-05:00	137.58	137.61	136.16	137.6	1892131	57.85	58.3	57.31	58.28	9923602	143.98	145.99	143.76	145.96	14457573	55.98	56.48	55.767	56.48	4359134
2019-11-11 00:00:00-05:00	137.2	137.2	135.0	135.45	2090088	57.97	58.5	57.9	58.35	9947160	145.34	146.42	144.73	146.12	13193003	56.2	56.61	56.18	56.43	4407211
2019-11-12 00:00:00-05:00	135.87	136.66	135.02	135.6	2350212	58.4	58.8	58.03	58.21	10147393	146.28	147.57	146.06	147.08	15001797	56.53	56.845	56.415	56.585	5125705
2019-11-13 00:00:00-05:00	135.39	135.58	133.845	134.47	2423695	57.87	57.97	57.35	57.9	11596009	146.74	147.4625	146.28	147.34	14272821	56.21	56.56	56.17	56.21	5578973
2019-11-14 00:00:00-05:00	134.13	134.33	133.33	133.99	3616427	57.61	58.04	57.57	57.82	10676444	147.02	148.41	147.0	148.06	13433421	55.81	56.325	55.64	56.1	7516413
2019-11-15 00:00:00-05:00	134.39	135.12	134.03	134.37	2810632	58.13	58.7	57.62	57.96	13668982	148.93	149.99	148.27	149.95	19846888	56.4	56.555	56.265	56.42	6151476
2019-11-18 00:00:00-05:00	134.3	134.48	133.23	134.21	2361976	57.7	58.48	57.57	58.26	13433412	150.07	150.55	148.98	150.34	18280590	56.56	56.56	55.96	56.16	5098701
2019-11-19 00:00:00-05:00	134.88	135.38	134.46	134.5	2132265	58.48	58.65	57.75	58.38	11969993	150.88	151.33	150.195	150.39	18879614	56.47	56.95	56.26	56.27	5363965
2019-11-20 00:00:00-05:00	134.06	134.4614	132.75	133.17	2644300	58.26	58.36	57.3664	57.91	14554949	150.07	150.84	148.46	149.62	21902456	56.22	56.62	55.81	56.25	5817836
2019-11-21 00:00:00-05:00	133.4	134.17	132.98	133.84	1944718	57.49	58.3	57.41	58.23	13431255	149.4	149.8	148.501	149.49	14384044	56.22	56.59	56.12	56.23	6446261
2019-11-22 00:00:00-05:00	134.19	134.65	133.59	134.33	1853515	58.34	58.65	57.49	57.62	12656899	150.07	150.3	148.82	149.63	12567663	56.42	57.058	56.245	56.375	5214988
2019-11-25 00:00:00-05:00	134.47	136.0	134.35	135.96	1957511	58.0	58.84	58.0	58.815	11808567	150.0	151.35	149.92	151.2247	14939388	56.46	56.68	56.28	56.55	5661378
2019-11-26 00:00:00-05:00	136.15	136.15	134.77	135.06	2161570	58.95	59.13	58.45	58.91	17816551	151.36	152.42	151.32	152.0	14027510	56.75	56.86	56.415	56.52	5649346
2019-11-27 00:00:00-05:00	135.35	135.71	133.62	133.78	2740410	58.53	58.59	57.905	58.53	12181040	152.33	152.5	151.52	152.34	12294833	56.9	56.91	56.38	56.61	4842493
2019-11-29 00:00:00-05:00	133.6	134.52	133.03	134.43	1254107	58.15	58.295	57.79	58.06	5903127	152.1	152.3	151.28	151.38	8158878	56.33	56.49	56.09	56.15	3944032
2019-12-02 00:00:00-05:00	134.45	134.5	132.48	132.95	2386526	58.55	58.69	57.47	57.66	15624865	151.81	151.83	148.32	149.55	21432374	56.23	56.46	55.38	55.44	9365035
2019-12-03 00:00:00-05:00	132.0	132.44	130.689	132.09	3028336	56.86	56.86	55.75	56.08	23454324	147.5	149.43	146.65	149.32	20179656	54.62	54.99	54.46	54.6	10062791
2019-12-04 00:00:00-05:00	132.86	133.68	131.96	132.05	2561165	56.66	56.66	55.86	56.0	16732316	150.14	150.1799	149.2	149.83	15235784	54.9	54.9	54.1843	54.43	9916851
2019-12-05 00:00:00-05:00	132.99	133.24	131.6264	131.92	3023757	56.41	56.41	55.76	56.08	15513968	150.05	150.32	149.48	149.92	12243910	54.5	54.83	54.3	54.68	8268135
2019-12-06 00:00:00-05:00	132.75	133.89	132.7	133.2	2933931	56.66	56.99	56.42	56.8	14045959	150.99	151.87	150.27	151.75	13020323	55.03	55.13	54.61	54.82	7721732
2019-12-09 00:00:00-05:00	133.35	134.59	133.26	133.93	2257611	56.54	56.96	56.5	56.52	10775639	151.07	152.21	150.91	151.36	11759878	54.84	55.48	54.76	55.3	9489337
2019-12-10 00:00:00-05:00	133.92	134.84	133.56	133.9	2775704	56.71	56.83	56.44	56.61	14252195	151.26	151.89	150.765	151.17	13714977	55.4	55.905	55.23	55.82	8577734
2019-12-11 00:00:00-05:00	134.11	134.51	133.67	133.76	2758839	56.91	57.17	56.58	57.06	18162254	151.54	151.87	150.33	151.69	15282616	55.8	56.5	55.65	56.3	9695745
2019-12-12 00:00:00-05:00	133.7	135.6604	133.66	135.33	2708026	56.75	58.05	56.61	57.55	25540361	151.65	153.44	151.02	153.23	20551376	56.3	56.66	55.76	56.45	12895031
2019-12-13 00:00:00-05:00	134.75	135.5	134.01	134.23	2075050	57.55	58.34	57.38	57.79	19219099	153.0035	154.89	152.83	154.54	20029179	55.0	55.4	54.42	54.51	18909712
2019-12-16 00:00:00-05:00	134.94	135.45	133.85	134.12	2204137	58.21	58.57	57.65	57.68	14587549	155.28	155.9	154.82	155.54	17940213	54.6	54.98	53.7	53.99	14617720
2019-12-17 00:00:00-05:00	134.28	134.69	133.46	134.23	2279564	58.0	58.1	57.13	57.3	18164596	155.45	155.71	154.45	154.79	17861887	53.89	54.06	52.83	52.84	13696620
2019-12-18 00:00:00-05:00	134.55	135.0	134.1504	134.45	2125604	57.39	57.455	56.94	57.18	17918366	154.24	155.48	154.18	154.37	14458613	53.06	53.61	52.95	53.4	10707672
2019-12-19 00:00:00-05:00	134.46	134.725	134.19	134.53	2424110	57.17	57.99	56.965	57.97	13846331	154.01	155.77	153.75	155.71	18017465	53.3	53.6	53.04	53.24	8300587
2019-12-20 00:00:00-05:00	135.74	136.42	134.95	135.62	5253346	58.32	59.05	57.89	58.95	30377567	157.35	158.49	156.29	157.39	38348544	53.91	53.95	53.35	53.63	10172713
2019-12-23 00:00:00-05:00	135.78	136.15	135.0	135.56	1942730	59.06	59.78	59.04	59.23	13796264	158.12	158.12	157.27	157.41	12592701	53.65	54.065	53.61	53.72	5224135
2019-12-24 00:00:00-05:00	135.61	135.62	134.61	134.96	1037182	59.25	59.48	59.16	59.42	4810194	157.43	157.71	157.115	157.39	5197207	53.78	53.96	53.355	53.44	2737041
2019-12-26 00:00:00-05:00	134.98	135.3055	134.65	134.91	1491402	59.41	59.85	59.35	59.82	7963604	157.56	158.73	157.4	158.67	8748285	53.45	53.66	53.28	53.57	4258597
2019-12-27 00:00:00-05:00	135.0	135.75	134.87	135.28	2207494	59.91	60.48	59.9	60.09	11551294	159.45	159.55	158.22	158.95	12779354	53.66	53.8	53.34	53.46	4168477
2019-12-30 00:00:00-05:00	135.2	135.3	132.5	132.76	3291626	59.99	60.05	59.38	59.63	10443425	158.9865	159.02	156.73	157.68	13421755	53.4	53.49	52.62	52.71	4767763
2019-12-31 00:00:00-05:00	132.53	134.12	132.4	134.02	2859224	59.62	59.93	59.36	59.82	10484152	156.77	157.77	156.45	157.49	12292639	52.57	53.0	52.55	52.98	5354048
2020-01-02 00:00:00-05:00	135.0	135.92	134.7701	135.46	2650485	60.24	60.97	60.22	60.84	14521740	158.74	160.73	158.33	160.73	18902080	53.27	53.96	53.23	53.96	10448335
2020-01-03 00:00:00-05:00	133.57	134.86	133.56	134.32	1870413	59.81	60.7	59.81	60.09	12172717	158.32	159.945	158.06	158.59	17126482	52.99	54.05	52.95	53.77	9223427
2020-01-06 00:00:00-05:00	133.42	134.24	133.2	134.08	2031658	59.59	60.195	59.33	59.93	13443716	157.08	159.1	156.51	159.02	15146928	53.36	54.2	53.35	54.04	8625971
2020-01-07 00:00:00-05:00	133.69	134.96	133.5633	134.15	2631709	59.78	59.8	58.89	58.925	18231493	159.32	159.67	157.32	157.6	17871760	53.89	54.33	53.61	54.17	10112079
2020-01-08 00:00:00-05:00	134.51	135.86	133.92	135.3	3662956	58.89	59.32	58.52	58.97	19049106	158.93	160.8	157.9491	160.14	22149039	53.94	54.6	53.7	54.13	9524186
2020-01-09 00:00:00-05:00	135.74	136.79	135.31	136.73	2507795	59.05	59.51	58.83	59.3	14900195	161.835	162.215	161.03	162.09	16868379	54.25	54.8	54.03	54.38	7657860
2020-01-10 00:00:00-05:00	137.0	137.87	136.31	136.64	2488925	59.57	60.075	58.87	58.94	13748198	162.8235	163.22	161.18	161.32	17493193	54.55	54.65	54.22	54.45	7979770
2020-01-13 00:00:00-05:00	135.48	136.64	135.07	136.62	2734042	59.16	59.775	59.08	59.58	14129559	161.76	163.31	161.26	163.28	15536371	54.46	54.79	54.36	54.58	9730192
2020-01-14 00:00:00-05:00	136.28	137.139	135.55	135.78	2622197	59.49	59.74	59.185	59.44	13526802	163.39	163.6	161.72	162.15	18083058	54.52	55.18	54.5	54.875	9264183
2020-01-15 00:00:00-05:00	136.0	138.055	135.71	136.66	3326866	59.3	59.65	58.75	58.93	14914625	162.62	163.94	162.57	163.29	16410439	54.88	55.18	54.68	54.76	7640956
2020-01-16 00:00:00-05:00	137.32	138.19	137.01	138.02	3237603	59.26	59.84	59.07	59.615	16618911	164.35	166.24	164.03	166.21	17391143	54.98	55.45	54.93	55.44	8259525
2020-01-17 00:00:00-05:00	136.54	138.33	136.16	138.28	4776013	59.99	60.0	59.2403	59.6	18338667	167.41	167.4675	165.43	167.05	25849940	55.63	55.69	54.85	55.13	8009744
2020-01-21 00:00:00-05:00	137.81	139.35	137.6	139.09	10918106	59.81	61.25	59.77	60.54	47667929	166.68	168.19	166.43	166.49	39893384	54.98	55.36	54.915	55.22	12886482
2020-01-22 00:00:00-05:00	143.32	145.79	142.55	143.94	28189249	61.04	62.85	60.97	62.78	51550760	167.4	167.49	165.68	165.69	37346441	55.41	55.645	54.6	54.71	10538558
2020-01-23 00:00:00-05:00	144.2	144.4097	142.15	142.86	8260028	62.86	63.705	62.81	63.31	62898455	166.19	166.8	165.27	166.72	25894570	54.41	55.0	54.28	54.97	7922514
2020-01-24 00:00:00-05:00	143.39	143.92	140.46	140.56	9593200	66.57	69.29	66.46	68.47	156695459	167.51	167.53	164.45	165.04	42175214	55.06	55.195	53.88	54.06	10801126
2020-01-27 00:00:00-05:00	138.5	140.069	138.1	138.6	3413358	66.72	67.42	65.6	65.69	25971956	161.15	163.375	160.2	162.26	22401929	53.18	53.515	52.63	52.67	6251899
2020-01-28 00:00:00-05:00	139.5	140.47	138.75	139.55	2295511	66.5	67.58	65.94	67.3	25435691	163.78	165.755	163.073	165.46	18045860	52.86	53.68	52.655	53.46	6065292
2020-01-29 00:00:00-05:00	139.17	139.58	137.595	137.7	2413343	67.63	68.06	66.17	66.34	15644632	167.84	168.75	165.69	168.18	26205744	53.78	53.94	53.18	53.2	5007333
2020-01-30 00:00:00-05:00	136.76	136.97	134.97	136.78	4007715	65.64	66.5	64.93	66.47	15502550	174.025	174.05	170.79	172.74	47138947	52.82	53.325	52.2846	53.3	6211637
2020-01-31 00:00:00-05:00	142.9	144.05	140.79	143.7	17343980	65.8	65.98	63.67	63.9	21386180	172.36	172.4	169.58	170.17	30721335	53.34	53.485	52.285	52.42	6722375
2020-02-03 00:00:00-05:00	144.25	147.28	143.9	146.25	7569219	64.455	65.04	64.3	64.42	13388475	170.43	174.5	170.4	174.39	24512662	52.73	53.41	52.69	53.08	7049199
2020-02-04 00:00:00-05:00	147.78	149.38	146.88	149.12	4803595	65.76	66.06	64.92	65.47	18116439	177.13	180.64	176.31	180.13	31785900	53.75	54.56	53.75	54.02	8044781
2020-02-05 00:00:00-05:00	150.21	157.44	150.15	156.355	12889335	66.69	67.6	66.13	67.37	20115439	184.03	184.2	178.4101	179.94	33676758	54.67	55.03	54.61	54.74	7412798
2020-02-06 00:00:00-05:00	156.82	158.75	155.42	156.78	7531862	67.3	67.4	66.77	67.09	15009047	180.97	183.8199	180.059	183.64	24058973	55.0	55.35	54.71	54.72	7678773
2020-02-07 00:00:00-05:00	154.55	155.54	152.92	153.39	5683625	66.86	67.3	66.01	66.02	13237568	182.845	185.63	182.48	183.95	26341568	54.27	54.97	54.19	54.73	6657039
2020-02-10 00:00:00-05:00	152.97	154.44	151.58	154.43	4625402	65.56	66.4	65.44	66.4	13545828	183.58	188.84	183.25	188.74	28613696	54.72	55.07	54.45	55.0	5810957
2020-02-11 00:00:00-05:00	155.12	155.22	152.7304	153.48	3547412	66.83	67.71	66.57	67.41	13642134	190.65	190.7	183.5	184.44	50542643	55.17	55.54	55.11	55.15	6488354
2020-02-12 00:00:00-05:00	153.75	155.6	153.52	155.32	3897528	67.6	68.09	67.31	67.46	12020447	185.58	185.85	181.85	184.72	41959355	55.55	55.89	55.25	55.72	6181224
2020-02-13 00:00:00-05:00	154.37	154.83	153.41	154.44	2964470	66.99	67.65	66.739	67.46	9551596	183.08	186.23	182.872	183.76	32321759	55.31	55.64	55.01	55.33	6742153
2020-02-14 00:00:00-05:00	154.42	154.56	149.77	150.62	5422417	67.52	67.865	66.82	67.29	11073964	183.25	185.41	182.65	185.35	19699788	55.38	55.835	55.24	55.46	6214987
2020-02-18 00:00:00-05:00	149.79	151.38	149.64	151.1	2942833	66.66	66.69	65.88	66.14	11020057	185.605	187.7	184.34	187.22	25137072	55.42	55.76	55.1	55.45	6104119
